,tweet,user,location
705,"#ranchi #oxygen #refilling #cylinder #indiafightscorona #covidrelief
oxygen cylinders on rent in ranchi 
contact 93… https://t.co/av9muqliaw",Anshul18515888,"New Delhi, India"
706,"rt @whoanshuman: #chennai #oxygen

streetvision trust
9444038410, 9884655925, 
9840038410, 8939384104

#verified 16th may

#sos #soschennai",TheFreedomNews2,India
707,"#ranchi #indiafightscorona #oxygen #concentrator #covidrelief
contact 7903187993 for oxygen concentrator 
they are… https://t.co/cqjjaldfdp",Anshul18515888,"New Delhi, India"
708,"rt @ians_india: ntpc ltd (@ntpclimited), india's largest integrated energy company, has added more than 500 beds with #oxygen support and m…",Nishant7921,
709,"rt @shivanjalingo: 70+ #oxygen beds available at
acharya shree bhikshu hospital, #delhi
no-9667136071
verified by @shivanjalingo  
at 12:48…",Raj8589,"Hyderabad, India"
710,"13,169 #oxygen cylinders and 490,000 #remdesivir vials delivered to states: govt

https://t.co/udivtmm0si",bsindia,India
711,@gsvasu_tnie @xpresskerala @mskiranprakash kerala's first #oxygenexpress carrying 118 mt of medical #oxygen arrived… https://t.co/lnwta7jcrg,NewIndianXpress,Chennai
712,"oxygen crisis continues at goa medical college as 8 more covid-19 patients die, toll reaches 83

#goa #oxygen… https://t.co/3fpty9fy7x",JagranEnglish,"New Delhi, India"
713,"rt @airnews7: please return #oxygen cylinders #concentrator immediately after use.
#jammu @doic_jk @hello_anshul #stayhome #staysafe #covid…",BotJammu,
714,rt @azizaafreen: 750lpm #oxygen plant ready for commissionin get gmc in 10days #jammu #jammuandkashmir #covid19 #westandwithrrr #radhemovie…,BotJammu,
715,"rt @airnews7: please return #oxygen cylinders #concentrator immediately after use.
#jammu @doic_jk @hello_anshul #stayhome #staysafe #covid…",BotJammu,
716,"rt @jammuspeaks: please return #oxygen cylinders #concentrator immediately after use.
#jammu @doic_jk @hello_anshul #stayhome #staysafe #co…",BotJammu,
717,"rt @shivanjalingo: 50 #oxygen beds and 7 #icu with #ventilators available at
know advance neuro hospital, #lucknow
contact-9415022002
verif…",alapati3636,"Hyderabad, India"
718,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",dinesh_ethakota,
719,"50 #oxygen beds and 7 #icu with #ventilators available at
know advance neuro hospital, #lucknow
contact-9415022002… https://t.co/czekhf8xlm",shivanjalingo,
720,"rt @soutikbbc: when breath becomes air. 
via ⁦@indianexpress⁩ 
#covid19india #oxygen https://t.co/5gki1pdmuf",gutmicrobe,
721,"rt @shivanjalingo: 70+ #oxygen beds available at
acharya shree bhikshu hospital, #delhi
no-9667136071
verified by @shivanjalingo  
at 12:48…",chernozems,"Brussels, Belgium"
722,"#ranchi #oxygen #cyclinder 
#covidrelief #jharkhand 

oxygen cyclinder available on rental basis 

location ranchi… https://t.co/f1qlheonhx",Anshul18515888,"New Delhi, India"
723,"ranchi oxygen cylinders available.
#verified 
#ranchi #oxygen #oxygencylinders #covid
#ranchifightscorona… https://t.co/vtwp6shvtp",CovidResIndia,
724,update for #oxygenrefilling in #delhi #delhincr #delhisos #verified by #pagcfoundation  #covidemergency2021… https://t.co/pk3znbh7un,PAGCfoundation,"Patna, India"
725,"#ranchi #indiafightscorona #oxygen #refill #jharkhand 

oxygen refilling available 
location ranchi 
name pratik 
c… https://t.co/kzmz2luqem",Anshul18515888,"New Delhi, India"
726,"rt @sarswatshyam: 100 #oxygen #beds are #available in #jaipur

covid care centre, radha soami satsang beas, bilwa

contact: 7023557768, 014…",ZenDesign10,
727,rt @the_hindu: tamil nadu cm #mkstalin said those hoarding and selling #remdesivir and #oxygen cylinders at higher prices would be detained…,Vikasvikki92,
728,"#ranchi #indiafightscorona #oxygen #cyclinder 
#covidrelief 

oxygen cyclinder available 
location ranchi 
name abh… https://t.co/eswxwyiql9",Anshul18515888,"New Delhi, India"
729,"rt @vpothiyappan: * #oxygen #bed required*
date : 16/05/21
#patient name: k.anandan
age/ gender: 49/male
address location:  #chennai
sympto…",iamSelvam,"Singapore, Thillaivilagam-East"
730,"#chennai #oxygen

streetvision trust
9444038410, 9884655925, 
9840038410, 8939384104

#verified 16th may

#sos #soschennai",whoanshuman,"New Delhi, India"
731,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",Harsha_N9,
732,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,VinayMantri10,Bombay
733,luxury hair care delivered at home https://t.co/zyntj6q16l #kcr #lockdown #indiapolitics #oxygen #coronaviruspandemic,Andhravilasnews,USA
734,"@mohanapriya_95 @charan_tweetz @hihyderabad @covidfightclub1 @lokalwala3 @hydcovid19 @samsongidla try this too

10… https://t.co/p2zyidudrs",MallareddyUday,"Hyderabad, India"
735,"rt @mansukhmandviya: new manglore port handles 2 naval ships ins tabar &amp; ins kochi which carried 5 #oxygen containers with 20 mt each, 70 p…",us_core,"Washington, DC"
736,"#delhi #ambulance #ncr #covidrelief #oxygen 

free ambulance service by delhi congress 24*7 

ambulance is equipped… https://t.co/wpzc7jy21b",Anshul18515888,"New Delhi, India"
737,"as we know, #covid19 is spreading at a very fast pace in the country. on seeing this, our honourable prime minister… https://t.co/fawcrrfhxg",ACTF_India, New Delhi !India
738,"live | teams from naval dockyard visakhapatnam have repaired 2 #oxygen plants at nellore and shri kalahasthi.
follo… https://t.co/dbecxbmuyn",TheQuint,
739,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,sampath73082976,
740,"rt @shivanjalingo: 70+ #oxygen beds available at
acharya shree bhikshu hospital, #delhi
no-9667136071
verified by @shivanjalingo  
at 12:48…",alapati3636,"Hyderabad, India"
741,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",AastikUdenia,"Bhopal, India"
742,"70+ #oxygen beds available at
acharya shree bhikshu hospital, #delhi
no-9667136071
verified by @shivanjalingo  
at… https://t.co/vjxj8bsroy",shivanjalingo,
743,"rt @indian3131: that death certificates issued in gujarat are fifteen times the actual deaths declared there.

that people are dying for wa…",Thecongressian,
744,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",only_fr_pspk,Ekkada unte akkade
745,"rt @blrairport: two air india flights carrying 34,200 kgs of zeolite, arrived from rome at @blrairport today. this is the first of the many…",apthamitra,"Sahakar Nagar, Bengaluru"
746,"rt @blrairport: two air india flights carrying 34,200 kgs of zeolite, arrived from rome at @blrairport today. this is the first of the many…",B56804169,
747,"#verified #oxygen #cylinder #delhi  #covidrelief

oxygen cylinders available at delhi (10l, 68l and 80l) 

89207718… https://t.co/bzyhydoztu",Anshul18515888,"New Delhi, India"
748,"rt @fgctweets: #oxygenconcentrators: a new industry opens up for #msmes
#iiserbhopal innovators develop #oxycon: an affordable #oxygenconce…",businessline,"Chennai, India"
749,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",urstrulytejaMB,
750,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,TomsonFrancis,"Kerala, India"
751,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,BhupendraSidar2,
752,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",johnwesley2706,"Tamil Nadu, India"
753,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",Abhiman90958276,vizag
754,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",malikJSP27,India
755,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,aliyaabbas,New Delhi 
756,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,imChikku__,India
757,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",AmarYerrapothu,
758,"rt @mahendermanral: for the lack of #oxygen.  

https://t.co/9ojehvt9mr https://t.co/mt21i0ntlo",MohdLeaf,
759,"rt @deccanherald: ""now, we should not have problems regarding the oxygen supply. the commissioning of the tank is a major step towards solv…",My_Goa_,"Goa, India"
760,urgent 2 oxygen bed required anywhere in trichy or nearby. #bedsfortn #covidsos #bedsavailability #trichy… https://t.co/3rfilkgyml,aurenharish,trichy
761,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",prakash1148,👉ABUSERS PLZ STAY AWAY 👈🙏🙏
762,"#tamilnadu #oxygen #help 

call 104 https://t.co/antzpxyomf",AAPLink,
763,"1st oxygen express to kerala reaches ernakulam
https://t.co/urojkjs5yi
#india #covid19 #oxygen #oxygenexpress #kochi #kerala",ANI_multimedia,New Delhi
764,"rt @srk_bangalore: #oxygenonwheel
free #oxygen bank / parlour 
starting tomorrow 13th may 2021, from 1030am to 6pm in #bangalore
initiative…",MohammedAaqui13,"Bengaluru South, India"
765,"rt @bengalurulive_: #bengaluru’s #mahalakshmilayout gets ccc with 46 #oxygenbeds

ccc at #kempegowdacommunityhall also has #oxygen concentr…",Atulchaturvedii,"Bengaluru, India"
766,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",VgraoGovind,
767,"rt @rahulryon: ranchi covid resources available.
#verified 
#ranchi #oxygen #oxygencan  #covidresources https://t.co/1aoqq6qrzo",Natureplaceved2,Mumbai
768,"#tamilnadu
#oxygen
 
this may help those who are trying to get oxygen in tamilnadu

https://t.co/sszg5rheok",Sonaliakulkarni,
769,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",simbushelsia911,
770,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",PSPKPawanism,Singapore
771,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,JawwadAliKhan8,India 🇮🇳
772,"rt @indian3131: that death certificates issued in gujarat are fifteen times the actual deaths declared there.

that people are dying for wa…",narendraaggrwal,
773,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",Imcckr,"Nagarkurnool, India"
774,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",darling__prabha,Prabhas land
775,"""now, we should not have problems regarding the oxygen supply. the commissioning of the tank is a major step toward… https://t.co/pzuehxrj3w",DeccanHerald,India
776,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",The_PoliticalE,"Gujarat, India"
777,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",abhtrip,
778,2nd #oxygenexpress 4 #hyderabad with 80mt of #oxygen frm jamnagar arrived at @concor_india #sanathnagar terminal on… https://t.co/tvlore5qhh,concor_india,"New Delhi, India"
779,"2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on 16-05-21",sreekanth324,"vijayawada, india"
780,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",PavanPtbt,
781,"* #oxygen #bed required*
date : 16/05/21
#patient name: k.anandan
age/ gender: 49/male
address location:  #chennai… https://t.co/txnr3bhmlf",VPothiyappan,"Muthupet, India"
782,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",Indies751,
783,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,RabendraSingh,"Pune, India"
784,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,Mehbub89927336,
785,"rt @blrairport: two air india flights carrying 34,200 kgs of zeolite, arrived from rome at @blrairport today. this is the first of the many…",BhallaBhupinder,"Patiala, India"
786,"rt @blrairport: two air india flights carrying 34,200 kgs of zeolite, arrived from rome at @blrairport today. this is the first of the many…",curren_triggers,"Uttar Pradesh, India"
787,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",Arvi_N,India
788,"rt @blrairport: two air india flights carrying 34,200 kgs of zeolite, arrived from rome at @blrairport today. this is the first of the many…",airindiain,"New Delhi, India"
789,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",maheshbaria,
790,"rt @airnews7: please return #oxygen cylinders #concentrator immediately after use.
#jammu @doic_jk @hello_anshul #stayhome #staysafe #covid…",TweetsByAkshat,"Jammu, J&K, India"
791,rt @asmaheswaricbe: honourable leader of opposition thiru. @epstamilnadu writes to honourable prime minister thiru. @narendramodi requestin…,rameshs36491982,
792,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",vik_ch4787,anandpur sahib
793,"rt @sarswatshyam: 100 #oxygen #beds are #available in #jaipur

covid care centre, radha soami satsang beas, bilwa

contact: 7023557768, 014…",TheWingsOfIndia,🇮🇳
794,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,Rahi_Matwale,"Ranchi, India"
